video_identifier, status
-599zMyIukQ, Downloaded
-4uHANzXV6k, Downloaded
-5EVbw6YJJQ, Downloaded
-5-94WML4hE, Downloaded
-54PCruVW7I, Downloaded
-514AQUrSow, Downloaded
-5HJWCQ02Ds, Downloaded
-59dBjAyYyE, Downloaded
-5CCoLex7gI, Downloaded
-5EyYMSM5eo, Downloaded
-5DLQG80yh4, Downloaded
-56IjUtHBWA, Downloaded
-5FBGZLKJIk, Downloaded
-5EkeE4syvA, Downloaded
-5EarggcrSE, Downloaded
-5FkRTrnSfE, Downloaded
-5E5PTH83gU, Downloaded
-5EKnCsR9A8, Downloaded
-57FevZANM0, Downloaded
-5EWpX5lfRM, Downloaded
-57IRjVQhAE, Downloaded
-5JxsylN_8Q, Downloaded
-5FT1RB0nI4, Downloaded
-58pLCQvHGM, Downloaded
-4rT1yt_Vsk, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-5IoqELcxSU, Downloaded
-5BwZzrXvyA, Downloaded
-5IJvPcF3r4, Downloaded
-5I-VI9TP5k, Downloaded
-5NObVvJedg, Downloaded
-5M3vGKRUWQ, Downloaded
-5FM8mMJeYc, Downloaded
-5NN5hdIwTc, Downloaded
-5Ea_Vj8ohs, Downloaded
-5IZS8450iI, Downloaded
-5NxigJHFJg, Downloaded
-5RvkhL92b4, Downloaded
-5FU8vEKtyE, Downloaded
-5Sk23_8W8A, Downloaded
-5KCLWPxwUM, Downloaded
-5SNlcfXlJk, Downloaded
-5PG_JYl6Zg, Downloaded
-5HIzBeJNrU, Downloaded
-5LEMasZdOc, Downloaded
-5MAf0cZLFs, Downloaded
-5QSznSYnuo, Downloaded
-5Lb5xpM1ZQ, Downloaded
-5WZ2MfBhz8, Downloaded
-5Sq5JNxkbw, Downloaded
-5PdW-du868, Downloaded
-5NN8juyiyU, Downloaded
-5SVmzwr7TU, Downloaded
-5RxWkVxAAo, Downloaded
-5cY9Yk0VcM, Downloaded
-5SpQImIzJA, Downloaded
-5PX0exVJA4, Downloaded
-5ZalGCVecY, Downloaded
-5HyGKTpJFs, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: Content Warning\nIf the owner of this video has granted you access. please sign in.\n       This video is private.\n'
-5ZUMpdBPyw, Downloaded
-5YiNbph6Ss, Downloaded
-5b0syEGsNI, Downloaded
-5U2de8rHDw, Downloaded
-5Rb2JMJtXk, Downloaded
-5ItCmTwx_U, Downloaded
-5TG5Nx4jSI, Downloaded
-5cQYK8QfXI, Downloaded
-5Yu6iQQW8g, Downloaded
-5KbjvBgX3Q, Downloaded
-5fqwdtpSOY, Downloaded
-5X5a5u_qJ0, Downloaded
-5j5cTFg5xs, Downloaded
-5_ouPNg-x0, Downloaded
-5hw88bD4mE, Downloaded
-5Yp-vToI2E, Downloaded
-5klnjYyA6o, Downloaded
-5Ze6AOZQsE, Downloaded
-5TB_HXqA4w, Downloaded
-5b2NShMhAg, Downloaded
-5Tu_wiNnmg, Downloaded
-5fnpyU2iE0, Downloaded
-5fApaFkjxI, Downloaded
-5d9gsi57xI, Downloaded
-5hjHtrjrBQ, Downloaded
-5erP9IRS-s, Downloaded
-5eqZR24EQ0, Downloaded
-5a-sqTyPqM, Downloaded
-5d8Q_ca7bM, Downloaded
-5nG3N44v_A, Downloaded
-5osU3p6ZKw, Downloaded
-5kvOBjx4LE, Downloaded
-5oULXqj45c, Downloaded
-5hZhtMVn9A, Downloaded
-5jFf2thMKg, Downloaded
-5tt3Un4Gwg, Downloaded
-5hbiQLIzQc, Downloaded
-5to547JBns, Downloaded
-5pd2DM_YdE, Downloaded
-5_5NtrU9zI, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: Content Warning\nIf the owner of this video has granted you access. please sign in.\n       This video is private.\n'
-5w0UmJ3pkU, Downloaded
-5kButbj9OE, Downloaded
-5pgQ0OJjJs, Downloaded
-64xo20GGyw, Downloaded
-5toY5Yn1Ko, Downloaded
-64DFUl9yk4, Downloaded
-5r6IPFSnb0, Downloaded
-5lVjOjJINQ, Downloaded
-5lPcLECozc, Downloaded
-5yWlJHC2g0, Downloaded
-5cEbJA8e5c, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-5_xVDgc9RQ, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-5wLopwbGX0, Downloaded
-5nD3hhsQ2Y, Downloaded
-5qpdT0ZACQ, Downloaded
-5wxo2nzMvM, Downloaded
-5o8iLZXPNg, Downloaded
-66lIjamXMA, Downloaded
-5hwkh3Eoks, Downloaded
-63nvAhNlWU, Downloaded
-5vr1M9jygc, Downloaded
-5vutCzg7vA, Downloaded
-68XEFNyaJQ, Downloaded
-5y9EFyUCkE, Downloaded
-5wMyJhs3i0, Downloaded
-5wvw64KXqQ, Downloaded
-5xF60mTkeY, Downloaded
-66ZsWmWWyY, Downloaded
-64SFG45MGc, Downloaded
-5o48YgRlkQ, Downloaded
-5ygal3j-Oo, Downloaded
-6G17JiEpK8, Downloaded
-6FiS3sFBSk, Downloaded
-5xEgcRn1-g, Downloaded
-67V07adhh8, Downloaded
-69fv12bMdk, Downloaded
-69ApiNGEhg, Downloaded
-6CM7VV8-_w, Downloaded
-65aI53dvdE, Downloaded
-6AjDNCJWpM, Downloaded
-5ynhLqyws4, Downloaded
-5xDkBUtWyk, Downloaded
-6KNHzXeYKo, Downloaded
-6ByxTdKhZo, Downloaded
-6CcFxfkda8, Downloaded
-6ESA9UBILg, Downloaded
-6BEx0tPMAI, Downloaded
-6JUsK8Xc1M, Downloaded
-6OwOoj4opA, Downloaded
-6MXtz-SSfs, Downloaded
-6CevYEU9Fw, Downloaded
-6F0zYW3gUQ, Downloaded
-6ABBKUFtOY, Downloaded
-69n8yvybWY, Downloaded
-6P6GDNpsZk, Downloaded
-6RBvFiSzqI, Downloaded
-6DIfjbLRmA, Downloaded
-6RYAHPIo6Y, Downloaded
-6BGjxMc1BU, Downloaded
-69KWPPInok, Downloaded
-5rZ-3xLUEc, b'ERROR: This video contains content from SME. who has blocked it in your country on copyright grounds.\nSorry about that.\n'
-6WKByVDvow, Downloaded
-6HHK4EV5yU, Downloaded
-6OUP7kcEaU, Downloaded
-6I88CkC6iI, Downloaded
-6VzhYhWDMY, Downloaded
-6Q7qX2JKGE, Downloaded
-6Whmtridao, Downloaded
-6MVtJae2e8, Downloaded
-6ePGACa28k, Downloaded
-6KfcOhyCtI, Downloaded
-6O36Uj6ISs, Downloaded
-6Tth8UcLm4, Downloaded
-67geU8PCPM, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-6audZPiHAE, Downloaded
-6TYsANbjik, Downloaded
-6VoGglIU3o, Downloaded
-6eJHGNWfOo, Downloaded
-6R3wpks5Jg, Downloaded
-6dvnbAds1Y, Downloaded
-6lU6QJ1twg, Downloaded
-6WaGE52Odw, Downloaded
-6Uat2UGZ9c, Downloaded
-6UaB4lMD4w, Downloaded
-6FHE0VZHlc, Downloaded
-6Xq1psvDW0, Downloaded
-6iIeItZtFQ, Downloaded
-6YpsicTcOs, Downloaded
-6hrJT07lKk, Downloaded
-6J2Clqk394, Downloaded
-6ezg_-7Bck, Downloaded
-6i6pP8ImR4, Downloaded
-6d7xfYKptE, Downloaded
-6QVTPirHX8, Downloaded
-6r1Tak9ypw, Downloaded
-6oPU9T5y1I, Downloaded
-6pdXuaNA88, Downloaded
-6WxFk6_IUk, Downloaded
-6hrRW9IpKA, Downloaded
-6f_erh-smY, Downloaded
-6dpMzaBUdM, Downloaded
-6fbWHuoX1s, Downloaded
-6l2F9_T5ik, Downloaded
-6eQ36dDvg8, Downloaded
-6wkYqjFei0, Downloaded
-6pAm_WhJgg, Downloaded
-6hsbWBHZrE, Downloaded
-6sI9s723MM, Downloaded
-6rd6BQQM_g, Downloaded
-6tk1dzeCmA, Downloaded
-6wjzvTpF6s, Downloaded
-6wJNL8d5jA, Downloaded
-6j0i3VqyiY, Downloaded
-6TZL_FSK9Y, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video has been removed by the user\nSorry about that.\n'
-6iK0MlUtf4, Downloaded
-6kJpuLAi0A, Downloaded
-6uNJNQKvO8, Downloaded
-722mkcyHOQ, Downloaded
-6rw93OApcc, Downloaded
-6y_pEz6SIo, Downloaded
-6ouZMNoQOY, Downloaded
-6uc4CaBkoQ, Downloaded
-6xAzSJcp_A, Downloaded
-6xaLevd_z4, Downloaded
-6wNVod8iag, Downloaded
-6uMDIuOfGA, Downloaded
-6zujL8vGGg, Downloaded
-6usjfP8hys, Downloaded
-6y3YkJOxy8, Downloaded
-6u_avnE7So, Downloaded
-6rLmGwSr0w, Downloaded
-73Kg-MKmwE, Downloaded
-73EvXP2mqU, Downloaded
-7--fzZE2qk, Downloaded
-7-ED1IlHmw, Downloaded
-74csnCOiUs, Downloaded
-70nvwi_zNw, Downloaded
-73l51DVxIg, Downloaded
-738QtnI3cY, Downloaded
-7784_WqE1E, Downloaded
-6yaNVdS-2E, Downloaded
-74Scce9ses, Downloaded
-73SX7Svd2g, Downloaded
-73NGni8J7M, Downloaded
-79hjpC_x6U, Downloaded
-6u7lnRGS58, Downloaded
-74ThX0Y1X4, Downloaded
-6ykAmBXIr0, Downloaded
-7BAFiKpApM, Downloaded
-7AvWF7b0M8, Downloaded
-78VoDdVZqI, Downloaded
-79XOVmz-1g, Downloaded
-76h3wRtvRU, Downloaded
-7D9iNSDZ30, Downloaded
-7CSOvyd6gk, Downloaded
-76uJz2GUZE, Downloaded
-7AnQEQRUjs, Downloaded
-72xNEx6hZo, Downloaded
-75bKju6ti0, Downloaded
-790qJ_J6XI, Downloaded
-74c73MiIes, Downloaded
-7CK7Pv9a44, Downloaded
-758A62O-nE, Downloaded
-7FNdYasQDM, Downloaded
-7Llo3NE3zU, Downloaded
-7G7LqAsStQ, Downloaded
-7883F9N6rM, Downloaded
-7BiugaROUM, Downloaded
-7BVb-zigbA, Downloaded
-7D27r0Kur0, Downloaded
-79YgFexJcU, Downloaded
-7E9WiX7QfA, Downloaded
-7JyolYo3Lk, Downloaded
-7U4xK7h6YM, Downloaded
-7M8Y3H6yoo, Downloaded
-7TRHrB36jA, Downloaded
-7SwhiYPNkI, Downloaded
-7FVNkeJDsw, Downloaded
-7QGDACAybM, Downloaded
-7N2pxxB2f4, Downloaded
-7CUmysoRwA, Downloaded
-7AgKqCl6wo, Downloaded
-7RTUhhb7OE, Downloaded
-74ON_5t6-k, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-7JuGXepSWo, Downloaded
-7RUOKD--ts, Downloaded
-7Qvf4E0rjY, Downloaded
-7RRsySb3e4, Downloaded
-7M7AV-ZO4Q, Downloaded
-7Y7cfnr3O8, Downloaded
-7QhBZO3t-A, Downloaded
-7YQTziCEPk, Downloaded
-7IKn7aYFnc, Downloaded
-7X-M9ltMiQ, Downloaded
-7MqfSPKj6c, Downloaded
-7axUnKiycE, Downloaded
-7gYWt2ZBD0, Downloaded
-7arnYZJjKE, Downloaded
-7Wz9S-ZZz4, Downloaded
-7R74POMkYI, Downloaded
-7IKn7aYFnc, Downloaded
-7VTqse_EVI, Downloaded
-76vHW9l_tc, b'ERROR: This video is not available.\nSorry about that.\n'
-7aeB7vFtB4, Downloaded
-7S8IP1eTjI, Downloaded
-7UrXHYvQbk, Downloaded
-7dCqNdR1rQ, Downloaded
-7bH1Pj8Csk, Downloaded
-7j1vJYqrXg, Downloaded
-7cmxXAx9kU, Downloaded
-7d0JdV6zoU, Downloaded
-7cLLxv3zlk, Downloaded
-7Z1RZz-Gng, Downloaded
-7WEuQfa25c, Downloaded
-7kBVsJ5bDY, Downloaded
-7glQHvilOs, Downloaded
-7duEtZ0WU8, Downloaded
-7d-9RMyk7Q, Downloaded
-7eAjAkkqtk, Downloaded
-7TQaqR_BJs, Downloaded
-7dUId9DucI, Downloaded
-7gCRjDtfMk, Downloaded
-7lxDPdoTB0, Downloaded
-7hc0sLLWs8, Downloaded
-7e9jqhnf98, Downloaded
-7eLQfN3Tw4, Downloaded
-7iqslDS5vo, Downloaded
-7__u70jRAg, Downloaded
-7fdpW4lwUs, Downloaded
-7vfEAb_dSE, Downloaded
-7lRreYtSVw, Downloaded
-7im0nn3p5s, Downloaded
-7pmzVWE5RU, Downloaded
-7laTTLdQ2c, Downloaded
-7uE4qJ_Iis, Downloaded
-7oDolWb3FI, Downloaded
-7oodRJhe_Q, Downloaded
-7mSbonr-9k, Downloaded
-7uo8RLqsLA, Downloaded
-7rsD-WPStM, Downloaded
-7vps7GPZ6s, Downloaded
-7nZ99hmASM, Downloaded
-7mzCq3m6mQ, Downloaded
-7ngYzt8yE4, Downloaded
-7kITNrq7S4, Downloaded
-7oAx9hPyME, Downloaded
-7vTLqq7Ccs, Downloaded
-7z-3Zg3ibo, Downloaded
-7mUQgiGMgw, Downloaded
-7jKmyIzNEw, Downloaded
-7kbO0v4hag, Downloaded
-7qe6FunQ1g, Downloaded
-7tEDHikdN0, Downloaded
-7v9I2psvFk, Downloaded
-7wFG7pYY5Y, Downloaded
-8-x6JzI08I, Downloaded
-8-dVM9pQ2k, Downloaded
-7vi3wgfin8, Downloaded
-7v78zoqTrU, Downloaded
-7wrPXkiV9g, Downloaded
-80KtX0mXBU, Downloaded
-7tDxxH2g6I, Downloaded
-7yNDPMfE4Q, Downloaded
-8-5x4U71cE, Downloaded
-7vg39JRcOI, Downloaded
-7zR7AFd8nQ, Downloaded
-81l40SY090, Downloaded
-83xLHffHrA, Downloaded
-7zwbDtxAog, Downloaded
-7oRsBAWFes, Downloaded
-85VudI6VpU, Downloaded
-87ioKS6ulY, Downloaded
-7wcCzyMdgo, Downloaded
-87m69XOba4, Downloaded
-81JqO-EIo8, Downloaded
-84w8wcPBcg, Downloaded
-7njDYCceG0, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-84sddwHIZM, Downloaded
-89tES1QVTw, Downloaded
-86xbR-_1E8, Downloaded
-8CGrWetiZE, Downloaded
-80j1rHPDGk, Downloaded
-864uJyGnKA, Downloaded
-7wZqsFEAAM, Downloaded
-89EiVOKM9A, Downloaded
-88mOGutFXE, Downloaded
-8BV5nVc6dU, Downloaded
-85kDMryJ9M, Downloaded
-8DvZ48b23E, Downloaded
-7q4dTQV-x8, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: This video is no longer available because the YouTube account associated with this video has been terminated.\nSorry about that.\n'
-88MM_zANRE, Downloaded
-7wGQZhgFJo, Downloaded
-8PpGUFPY0s, Downloaded
-8BinM8VSgY, Downloaded
-8GabNXmi28, Downloaded
-87nn_xb9h4, Downloaded
-88_zp9pQ8I, Downloaded
-8LiAAUoxpM, Downloaded
-8KaTipBlBY, Downloaded
-8JmOdCbnqo, Downloaded
-8GQCT4mcT8, Downloaded
-8CTFoCnaY8, Downloaded
-8NKt1LAIUc, Downloaded
-8DaseFlim0, Downloaded
-8Eus34farM, Downloaded
-8GDHGhNIEY, Downloaded
-8HY2VHw8dc, Downloaded
-7wX0TAcnwc, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: Content Warning\nIf the owner of this video has granted you access. please sign in.\n       This video is private.\n'
-8E267pU6ZY, Downloaded
-8F9QuJdY1w, Downloaded
-8EEDhQZU5g, Downloaded
-8Cr8k5ZRCA, Downloaded
-8Q2UWwvF24, Downloaded
-8M6XG8uP_o, Downloaded
-8IO3FMqS7w, Downloaded
-8Lm9VMBiz8, Downloaded
-8QKNy0XiOU, Downloaded
-8O7j0b9toM, Downloaded
-8C-FHx9sPg, Downloaded
-8RaTA9Ox2I, Downloaded
-8PWywY7GDw, Downloaded
-8Xz5X-XcXo, Downloaded
-8MxLnIeAG0, Downloaded
-8RqSzqlYuI, Downloaded
-8UxhWDSqfs, Downloaded
-8IbczMwl_Q, Downloaded
-8UWMyYmfuM, Downloaded
-8M2_yCnG6M, Downloaded
-8a--G_BC7s, Downloaded
-8QBDz7VJBs, Downloaded
-8Smxrww8a0, Downloaded
-8UIHDzUsX4, Downloaded
-8Gzxh6ArMM, Downloaded
-8_b2W2Yb0s, Downloaded
-8Sx0jTUUVo, Downloaded
-8_AxtRflmg, Downloaded
-8YUlSApvuE, Downloaded
-8S87U-FVJI, Downloaded
-8RbWbPWcMY, Downloaded
-8ZZ3bjL0qQ, Downloaded
-8b73CM3G5E, Downloaded
-8dTHQj-N4c, Downloaded
-8h42AaoMnc, Downloaded
-8XIMM37xvo, Downloaded
-8o-Rn_L3VY, Downloaded
-8ieGoxXh0A, Downloaded
-8lISqb0S2s, Downloaded
-8dDh2JSy_E, Downloaded
-8pD5cFWVHo, Downloaded
-8jPV06bmhA, Downloaded
-8Ws0MZTatk, Downloaded
-8berYHSnpY, Downloaded
-8iXSGgJapw, Downloaded
-8p7pwxhob8, Downloaded
-8fJuX9SV60, Downloaded
-8kap3Yv36A, Downloaded
-8kL5b00Du8, Downloaded
-8sHZjyInQE, Downloaded
-8bG71f6feA, Downloaded
-8qfEe5m5mg, Downloaded
-8s2KbJUNiY, Downloaded
-8m7ow29bUg, Downloaded
-8oHib4HItg, Downloaded
-8m8fTNhfqw, Downloaded
-8tBkfBtit8, Downloaded
-8vATKm-PM0, Downloaded
-8vATKm-PM0, Downloaded
-8x5mR4Tdio, Downloaded
-8hHncop5v0, Downloaded
-8x0Dh9MG_s, Downloaded
-8n8BguY7_Y, Downloaded
-8x0TiXShoE, Downloaded
-8k3AnXTBD8, Downloaded
-8y2zxf4u5c, Downloaded
-8wLbPH66Fo, Downloaded
-8xXoWJeF68, Downloaded
-8gBYxnmL3g, Downloaded
-8tmIPFoP6g, Downloaded
-8snoM0IJ68, Downloaded
-90-t_tberU, Downloaded
-8mrd0zzQ-4, Downloaded
-8sg9CEzqMc, Downloaded
-9-gVORAh14, Downloaded
-8yKIjpD0aM, Downloaded
-8y9_Xl0HUw, Downloaded
-94oNUNdpQs, Downloaded
-8yJXNCnRpk, Downloaded
-8xkFjix8cc, Downloaded
-94nreFhQRg, Downloaded
-91zt98Rumo, Downloaded
-9AWtEVuAxU, Downloaded
-9-o0pNG4F0, Downloaded
-926HbCkYk0, Downloaded
-9FcXTlXnOY, Downloaded
-8y9goxFg6o, Downloaded
-99FJoONrIc, Downloaded
-8yN1XRXkbc, Downloaded
-997f74Tn8Q, Downloaded
-91ZIfG_dro, Downloaded
-90_OZoMAI8, Downloaded
-942XqJakUQ, Downloaded
-9MNrY9-iVo, Downloaded
-91E05SJ-sY, Downloaded
-9FnNboyQ-w, Downloaded
-94Ia3jqHB4, Downloaded
-98H7xV5sQE, Downloaded
-9CQMA1SbbY, Downloaded
-9Bex22jA5E, Downloaded
-9NlxpJ3vaY, Downloaded
-9I-vPAfTGs, Downloaded
-9A-f5vpUCc, Downloaded
-9K1Mp_VA1A, Downloaded
-9Ccqyo9bzw, Downloaded
-96BKD_JX_0, Downloaded
-98bgeHEx0M, Downloaded
-9BtHASvpbo, Downloaded
-9Aj8vRqhWw, Downloaded
-9NYViQRQaI, Downloaded
-9L0gGlsRBM, Downloaded
-8wsYw78yTc, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: Content Warning\nIf the owner of this video has granted you access. please sign in.\n       This video is private.\n'
-9L5fpps3-M, Downloaded
-9C2gOJcDl8, Downloaded
-9Rcf4Fzed8, Downloaded
-98DdKiwFi0, Downloaded
-9O1HSmqync, Downloaded
-9M3ECrsy9I, Downloaded
-9V1qe3Lk2M, Downloaded
-9ILBd-ArtM, Downloaded
-9BGMU4WYMg, Downloaded
-9MFYKsDT_s, Downloaded
-9QdB00xSno, Downloaded
-9GOvo_CfRw, Downloaded
-9I6oDttbP0, Downloaded
-9TkQ3HpezA, Downloaded
-9NKYqrxSi4, Downloaded
-9PmfoermoU, Downloaded
-9P3FZ7joP0, Downloaded
-9N39otwJl8, Downloaded
-9QfMtbGuq0, Downloaded
-9VanAnHQME, Downloaded
-9ScKKKSBZI, Downloaded
-9O6yFoHI38, Downloaded
-9bRguDPMXI, Downloaded
-9SdIBngkkg, Downloaded
-9UQMUQQdy0, Downloaded
-9S9N0PxO60, Downloaded
-9PN9GoBwJ8, Downloaded
-9RiCLmXfWc, Downloaded
-9_ZS-3CAXM, Downloaded
-9gU1fIB6TM, Downloaded
-9awf7U0UYE, Downloaded
-9amUf_BLZI, Downloaded
-9_wOuNO4IU, Downloaded
-9Xh17lRMpc, Downloaded
-9ZC_Tat1O8, Downloaded
-9XqCzSX5Nw, Downloaded
-9q134TYOSE, Downloaded
-9i4bm2OiZ4, Downloaded
-9jX3tl7wzk, Downloaded
-9tpreHFbuY, Downloaded
-9ad9yaPkKY, Downloaded
-9rGHTIUo_k, Downloaded
-9YmA7Ph3Q4, Downloaded
-9SvjReBOng, Downloaded
-9dPwyABzFQ, Downloaded
-9jeLdtcJpc, Downloaded
-9Y2XKgvdL0, Downloaded
-9nzXMcDQ6Y, Downloaded
-9TWOa_ag4E, Downloaded
-9fm1eaEhbs, Downloaded
-9t1GeluG6w, Downloaded
-9lpNdhiGXY, Downloaded
-9sZp0rHV0g, Downloaded
-9w1jNVB9fA, Downloaded
-9nQwLUdlJo, Downloaded
-9p74dE2Big, Downloaded
-9gRTQfBQsY, Downloaded
-9kgv39G4AY, Downloaded
-9dbGG5Zkvk, Downloaded
-9jYaiV_-xw, Downloaded
-9wCA7OfDAE, Downloaded
-9soUYx8MYQ, Downloaded
-9p3_PenmWA, Downloaded
-A3CcrEtLpM, Downloaded
-9tCZa-L_a4, Downloaded
-9tLYGZOUM8, Downloaded
-9oeVZ1AF8s, Downloaded
-9tZ8Tj_yBE, Downloaded
-A23gn0SfvA, Downloaded
-9ukDeJE1C0, Downloaded
-A3A2GgRkyQ, Downloaded
-9h-HgJdwJg, Downloaded
-9nsQpycdAg, Downloaded
-9ebz9ppiEM, Downloaded
-A-VnQIVFLo, Downloaded
-A28Ss9rock, Downloaded
-ACVCaxqWYo, Downloaded
-9sujH0_2HM, Downloaded
-A1hobVvozo, Downloaded
-A6Za22IHBY, Downloaded
-A0npFEhI-E, Downloaded
-9vW9OhXx4Y, Downloaded
-A-GKfXu3I8, Downloaded
-A20IxjDeJw, Downloaded
-ADE5ZeRSco, Downloaded
-A5zZ3XxKq8, Downloaded
-A7WgRhZMhM, Downloaded
-A6-ubbxy3w, Downloaded
-A2hnyPep1w, Downloaded
-ADLGQ4KR0U, Downloaded
-A8Gmz3Wjjs, Downloaded
-A22NLs1a2I, Downloaded
-A5WWB9IxtI, Downloaded
-A4NCriIhMw, Downloaded
-ABSUJkF_38, Downloaded
-AENAqVfyDo, Downloaded
-A3dOQRbUwc, Downloaded
-ACoEkWTHO0, Downloaded
-A7wZ8Ad0q4, Downloaded
-AEUGxV9mpg, Downloaded
-ADTs7yvQok, Downloaded
-AFUY-wuzdU, Downloaded
-A5JFdMXB_k, Downloaded
-AGjyzVeFgE, Downloaded
-AIAPfQKpSE, Downloaded
-A8RA9dZi4Y, Downloaded
-ABppa978K8, Downloaded
-A-Icj3cQdU, b'WARNING: Unable to extract video title\nWARNING: unable to extract description; please report this issue on https://yt-dl.org/bug . Make sure you are using the latest version; see  https://yt-dl.org/update  on how to update. Be sure to call youtube-dl with the --verbose flag and include its complete output.\nERROR: Content Warning\nIf the owner of this video has granted you access. please sign in.\n       This video is private.\n'
-AM9YHkjR7o, Downloaded
-AOEF6iX68g, Downloaded
-A77GiDlUg0, Downloaded
-AIobHkOm-A, Downloaded
-AMj3cjAyrY, Downloaded
-AIRuEv8TgM, Downloaded
-AIobHkOm-A, Downloaded
-AG4VJs_isg, Downloaded
-ADNC2RU3PQ, Downloaded
-AKzc9zwPQE, Downloaded
-AR-hLSb2Bk, Downloaded
-AVYkBMnjQM, Downloaded
-ASYnOEgli8, Downloaded
-AFUuaxUAYY, Downloaded
-AJPGQWoOC8, Downloaded
-AJ3JIMaS18, Downloaded
-ANkdsCRYUA, Downloaded
-AMpy1HyBfk, Downloaded
-APQSU-20co, Downloaded
-ARFSfaoKcE, Downloaded
-AK_RkmVRNA, Downloaded
-AMtWFqKIpo, Downloaded
-AO2uECzaas, Downloaded
-AQkQQfKKw4, Downloaded
-AW6EzeJKNA, Downloaded
-AXdgnbvdkU, Downloaded
-AZMzKjls-k, Downloaded
-APb-LN6c6o, Downloaded
-AOP_re6SD0, Downloaded
-AWN6LZzqLI, Downloaded
-AQc6-TLI0k, Downloaded
-AQb_ctpPJQ, Downloaded
-AavasfPnoI, Downloaded
-AiFIrQGTKw, Downloaded
-ARn4viFfoY, Downloaded
-AgglqCC7lo, Downloaded
-AaQj4kGtKw, Downloaded
-ALMtKD-46M, Downloaded
-AQDNMMyPKM, Downloaded
-Ai45XPWl34, Downloaded
-AZAa3cH6V0, Downloaded
-AW4EnNuYNI, Downloaded
-AexuA_FlCw, Downloaded
-AdXBVx3Ob4, Downloaded
-AiEBWTeJ9M, Downloaded
-Ak-cXO1umg, Downloaded
-AgaSBY0Aok, Downloaded
-Aaz6rNqzLk, Downloaded
-AdKuULRyd0, Downloaded
-AetVIjLsmA, Downloaded
-Af1DR_t3f4, Downloaded
-AjYXoy9vkk, Downloaded
-AieLK-Wc6Y, Downloaded
-AlGXnqqOk4, Downloaded
-AjEbToDoEE, Downloaded
-AfUuW2Qml0, Downloaded
-AiMcZ1WV0g, Downloaded
-AjFApEkNBw, Downloaded
-AgJx-0yaFQ, Downloaded
-AgVzpylocM, Downloaded
-Ak7IxMDg_o, Downloaded
